12579, 2579, 123579, 235, 149, 12459, 1279, 12379, 1239, 
1279, 279, 12379, 238, 169, 12689, 1279, 12379, 1239, 
1259, 259, 12359, 235, 19, 1259, 129, 1239, 1239, 
1257, 257, 1257, 257, 167, 1256, 125, 12, 1256, 
1259, 259, 1259, 25, 1, 125, 1259, 129, 1259, 
12579, 2579, 12579, 257, 167, 1256, 1259, 129, 12569, 
2579, 2579, 2579, 78, 479, 489, 25789, 2379, 2359, 
279, 279, 279, 78, 79, 89, 2789, 279, 29, 
579, 579, 579, 7, 79, 9, 1579, 179, 159, 
